PC1,PC2,PC3,FEDRates,Cluster
3.004778958089826,1.886657417891632,-1.753853783122781,3.78,3
2.907699306526222,1.6360838594453209,-1.9858788074239448,4.1,3
2.6510035799678398,2.94272685491064,-2.259118464319924,4.33,3
2.6028281607634365,2.587450091136986,-2.3492649480364363,4.57,3
3.473294146801686,1.5202446187110483,-1.7148667089542389,4.65,3
3.3312224823751406,1.9731608932063445,-1.871311403909374,4.83,3
3.4886943790278524,1.4269608668997986,-1.7244736798418565,5.06,3
3.577295165891908,1.4701905292824775,-1.614012564005144,5.08,3
4.163454543503322,0.8717589740640947,-1.2733585534933047,5.12,3
3.629245296042154,1.693449127658623,-1.5391395797585898,5.33,3
3.4706390897036594,1.513376687601175,-1.7065517262338492,5.33,3
4.032689251663301,0.6525769894548605,-1.319156428525661,5.33,3
3.680521076316267,0.6815735283231811,-1.8200671096141,5.33,3
3.8877304183919312,0.6752036085940759,-1.532668315038992,5.33,3
3.155479557405098,2.358602000152803,-2.018755733039859,5.33,3
3.6221666890876993,2.093149119028701,-1.4521611966360315,5.33,3
3.671224915024629,2.0978606467848477,-1.3960686218892495,5.33,3
3.748318140567136,2.100390595561726,-1.3849099890737957,5.33,3
4.052313014407611,1.850524859107008,-1.053510760476504,5.33,3
4.212342311747069,1.717085393679762,-0.8523713755680494,5.33,3
3.912534691140568,2.0186309058903245,-1.1240587844210432,5.33,3
4.066760121076444,1.893907398080691,-0.9845158403051688,5.33,3
3.8291341768578255,2.090099977550533,-1.2558645581591712,5.13,3
3.971493512153645,1.984983712350412,-1.1353084917005405,4.83,3
4.176018434061485,1.815560230664261,-0.8939095305657234,4.64,3
3.963900536096265,1.9911242211431883,-1.1421786053652496,4.48,3
